#Assembly	Genome Center name	RefSeq Accession.version	GenBank Accession.version	NCBI name
Cliv_1.0	C16280928	NW_004978636.1	KB380751.1	GPS_001994545.1
Cliv_1.0	C16280968	NW_004978637.1	KB380752.1	GPS_001994546.1
Cliv_1.0	C16281046	NW_004978638.1	KB380753.1	GPS_001994547.1
Cliv_1.0	C16280844	NW_004978639.1	KB380754.1	GPS_001994548.1
Cliv_1.0	C16281102	NW_004978640.1	KB380755.1	GPS_001994549.1
Cliv_1.0	C16280046	NW_004978641.1	KB380756.1	GPS_001994550.1
Cliv_1.0	C16281098	NW_004978642.1	KB380757.1	GPS_001994551.1
Cliv_1.0	C16281106	NW_004978643.1	KB380758.1	GPS_001994552.1
Cliv_1.0	C16281052	NW_004978644.1	KB380759.1	GPS_001994553.1
Cliv_1.0	C16281140	NW_004978645.1	KB380760.1	GPS_001994554.1
Cliv_1.0	C16281138	NW_004978646.1	KB380761.1	GPS_001994555.1
Cliv_1.0	C16280790	NW_004978647.1	KB380762.1	GPS_001994556.1
Cliv_1.0	C16281050	NW_004978648.1	KB380763.1	GPS_001994557.1
Cliv_1.0	C16281320	NW_004978649.1	KB380764.1	GPS_001994558.1
Cliv_1.0	C16281342	NW_004978650.1	KB380765.1	GPS_001994559.1
Cliv_1.0	C16281352	NW_004978651.1	KB380766.1	GPS_001994560.1
Cliv_1.0	C16281332	NW_004978652.1	KB380767.1	GPS_001994561.1
Cliv_1.0	C16281284	NW_004978653.1	KB380768.1	GPS_001994562.1
Cliv_1.0	C16281362	NW_004978654.1	KB380769.1	GPS_001994563.1
Cliv_1.0	C16281232	NW_004978655.1	KB380770.1	GPS_001994564.1
Cliv_1.0	C16281340	NW_004978656.1	KB380771.1	GPS_001994565.1
Cliv_1.0	C16281242	NW_004978657.1	KB380772.1	GPS_001994566.1
Cliv_1.0	C16281420	NW_004978658.1	KB380773.1	GPS_001994567.1
Cliv_1.0	C16281512	NW_004978659.1	KB380774.1	GPS_001994568.1
Cliv_1.0	C16281492	NW_004978660.1	KB380775.1	GPS_001994569.1
Cliv_1.0	C16281432	NW_004978661.1	KB380776.1	GPS_001994570.1
Cliv_1.0	C16281500	NW_004978662.1	KB380777.1	GPS_001994571.1
Cliv_1.0	C16281586	NW_004978663.1	KB380778.1	GPS_001994572.1
Cliv_1.0	C16281560	NW_004978664.1	KB380779.1	GPS_001994573.1
Cliv_1.0	C16281544	NW_004978665.1	KB380780.1	GPS_001994574.1
Cliv_1.0	C16281524	NW_004978666.1	KB380781.1	GPS_001994575.1
Cliv_1.0	C16281682	NW_004978667.1	KB380782.1	GPS_001994576.1
Cliv_1.0	C16281746	NW_004978668.1	KB380783.1	GPS_001994577.1
Cliv_1.0	C16281530	NW_004978669.1	KB380784.1	GPS_001994578.1
Cliv_1.0	C16281316	NW_004978670.1	KB380785.1	GPS_001994579.1
Cliv_1.0	C16281772	NW_004978671.1	KB380786.1	GPS_001994580.1
Cliv_1.0	C16281660	NW_004978672.1	KB380787.1	GPS_001994581.1
Cliv_1.0	C16281818	NW_004978673.1	KB380788.1	GPS_001994582.1
Cliv_1.0	C16281694	NW_004978674.1	KB380789.1	GPS_001994583.1
Cliv_1.0	C16281900	NW_004978675.1	KB380790.1	GPS_001994584.1
Cliv_1.0	C16282004	NW_004978676.1	KB380791.1	GPS_001994585.1
Cliv_1.0	C16282020	NW_004978677.1	KB380792.1	GPS_001994586.1
Cliv_1.0	C16282042	NW_004978678.1	KB380793.1	GPS_001994587.1
Cliv_1.0	C16282024	NW_004978679.1	KB380794.1	GPS_001994588.1
Cliv_1.0	C16282070	NW_004978680.1	KB380795.1	GPS_001994589.1
Cliv_1.0	C16281880	NW_004978681.1	KB380796.1	GPS_001994590.1
Cliv_1.0	C16282114	NW_004978682.1	KB380797.1	GPS_001994591.1
Cliv_1.0	C16281842	NW_004978683.1	KB380798.1	GPS_001994592.1
Cliv_1.0	C16282166	NW_004978684.1	KB380799.1	GPS_001994593.1
Cliv_1.0	C16281976	NW_004978685.1	KB380800.1	GPS_001994594.1
Cliv_1.0	C16281666	NW_004978686.1	KB380801.1	GPS_001994595.1
Cliv_1.0	C16282144	NW_004978687.1	KB380802.1	GPS_001994596.1
Cliv_1.0	C16282198	NW_004978688.1	KB380803.1	GPS_001994597.1
Cliv_1.0	C16282134	NW_004978689.1	KB380804.1	GPS_001994598.1
Cliv_1.0	C16282370	NW_004978690.1	KB380805.1	GPS_001994599.1
Cliv_1.0	C16282228	NW_004978691.1	KB380806.1	GPS_001994600.1
Cliv_1.0	C16282404	NW_004978692.1	KB380807.1	GPS_001994601.1
Cliv_1.0	C16282390	NW_004978693.1	KB380808.1	GPS_001994602.1
Cliv_1.0	C16282384	NW_004978694.1	KB380809.1	GPS_001994603.1
Cliv_1.0	C16282414	NW_004978695.1	KB380810.1	GPS_001994604.1
Cliv_1.0	C16282424	NW_004978696.1	KB380811.1	GPS_001994605.1
Cliv_1.0	C16282268	NW_004978697.1	KB380812.1	GPS_001994606.1
Cliv_1.0	C16282560	NW_004978698.1	KB380813.1	GPS_001994607.1
Cliv_1.0	C16282346	NW_004978699.1	KB380814.1	GPS_001994608.1
Cliv_1.0	C16282568	NW_004978700.1	KB380815.1	GPS_001994609.1
Cliv_1.0	C16282462	NW_004978701.1	KB380816.1	GPS_001994610.1
Cliv_1.0	C16282692	NW_004978702.1	KB380817.1	GPS_001994611.1
Cliv_1.0	C16282552	NW_004978703.1	KB380818.1	GPS_001994612.1
Cliv_1.0	C16282842	NW_004978704.1	KB380819.1	GPS_001994613.1
Cliv_1.0	C16282906	NW_004978705.1	KB380820.1	GPS_001994614.1
Cliv_1.0	C16282106	NW_004978706.1	KB380821.1	GPS_001994615.1
Cliv_1.0	C16281650	NW_004978707.1	KB380822.1	GPS_001994616.1
Cliv_1.0	C16282956	NW_004978708.1	KB380823.1	GPS_001994617.1
Cliv_1.0	C16282420	NW_004978709.1	KB380824.1	GPS_001994618.1
Cliv_1.0	C16282964	NW_004978710.1	KB380825.1	GPS_001994619.1
Cliv_1.0	C16283024	NW_004978711.1	KB380826.1	GPS_001994620.1
Cliv_1.0	C16283026	NW_004978712.1	KB380827.1	GPS_001994621.1
Cliv_1.0	C16283000	NW_004978713.1	KB380828.1	GPS_001994622.1
Cliv_1.0	C16282952	NW_004978714.1	KB380829.1	GPS_001994623.1
Cliv_1.0	C16282798	NW_004978715.1	KB380830.1	GPS_001994624.1
Cliv_1.0	C16283200	NW_004978716.1	KB380831.1	GPS_001994625.1
Cliv_1.0	C16283252	NW_004978717.1	KB380832.1	GPS_001994626.1
Cliv_1.0	C16283204	NW_004978718.1	KB380833.1	GPS_001994627.1
Cliv_1.0	C16283260	NW_004978719.1	KB380834.1	GPS_001994628.1
Cliv_1.0	C16283274	NW_004978720.1	KB380835.1	GPS_001994629.1
Cliv_1.0	C16283184	NW_004978721.1	KB380836.1	GPS_001994630.1
Cliv_1.0	C16283214	NW_004978722.1	KB380837.1	GPS_001994631.1
Cliv_1.0	C16283280	NW_004978723.1	KB380838.1	GPS_001994632.1
Cliv_1.0	C16283198	NW_004978724.1	KB380839.1	GPS_001994633.1
Cliv_1.0	C16283344	NW_004978725.1	KB380840.1	GPS_001994634.1
Cliv_1.0	C16283472	NW_004978726.1	KB380841.1	GPS_001994635.1
Cliv_1.0	C16283336	NW_004978727.1	KB380842.1	GPS_001994636.1
Cliv_1.0	C16283730	NW_004978728.1	KB380843.1	GPS_001994637.1
Cliv_1.0	C16283356	NW_004978729.1	KB380844.1	GPS_001994638.1
Cliv_1.0	C16283660	NW_004978730.1	KB380845.1	GPS_001994639.1
Cliv_1.0	C16283884	NW_004978731.1	KB380846.1	GPS_001994640.1
Cliv_1.0	C16283178	NW_004978732.1	KB380847.1	GPS_001994641.1
Cliv_1.0	C16283522	NW_004978733.1	KB380848.1	GPS_001994642.1
Cliv_1.0	C16283806	NW_004978734.1	KB380849.1	GPS_001994643.1
Cliv_1.0	C16283888	NW_004978735.1	KB380850.1	GPS_001994644.1
Cliv_1.0	C16283858	NW_004978736.1	KB380851.1	GPS_001994645.1
Cliv_1.0	C16283856	NW_004978737.1	KB380852.1	GPS_001994646.1
Cliv_1.0	C16283986	NW_004978738.1	KB380853.1	GPS_001994647.1
Cliv_1.0	C16283890	NW_004978739.1	KB380854.1	GPS_001994648.1
Cliv_1.0	C16284086	NW_004978740.1	KB380855.1	GPS_001994649.1
Cliv_1.0	C16284052	NW_004978741.1	KB380856.1	GPS_001994650.1
Cliv_1.0	C16284218	NW_004978742.1	KB380857.1	GPS_001994651.1
Cliv_1.0	C16284174	NW_004978743.1	KB380858.1	GPS_001994652.1
Cliv_1.0	C16284244	NW_004978744.1	KB380859.1	GPS_001994653.1
Cliv_1.0	C16284350	NW_004978745.1	KB380860.1	GPS_001994654.1
Cliv_1.0	C16284268	NW_004978746.1	KB380861.1	GPS_001994655.1
Cliv_1.0	C16284396	NW_004978747.1	KB380862.1	GPS_001994656.1
Cliv_1.0	C16284424	NW_004978748.1	KB380863.1	GPS_001994657.1
Cliv_1.0	C16284448	NW_004978749.1	KB380864.1	GPS_001994658.1
Cliv_1.0	C16284514	NW_004978750.1	KB380865.1	GPS_001994659.1
Cliv_1.0	C16284000	NW_004978751.1	KB380866.1	GPS_001994660.1
Cliv_1.0	C16283984	NW_004978752.1	KB380867.1	GPS_001994661.1
Cliv_1.0	C16284522	NW_004978753.1	KB380868.1	GPS_001994662.1
Cliv_1.0	C16284570	NW_004978754.1	KB380869.1	GPS_001994663.1
Cliv_1.0	C16284732	NW_004978755.1	KB380870.1	GPS_001994664.1
Cliv_1.0	C16284568	NW_004978756.1	KB380871.1	GPS_001994665.1
Cliv_1.0	C16284560	NW_004978757.1	KB380872.1	GPS_001994666.1
Cliv_1.0	C16284768	NW_004978758.1	KB380873.1	GPS_001994667.1
Cliv_1.0	C16282908	NW_004978759.1	KB380874.1	GPS_001994668.1
Cliv_1.0	C16284832	NW_004978760.1	KB380875.1	GPS_001994669.1
Cliv_1.0	C16284836	NW_004978761.1	KB380876.1	GPS_001994670.1
Cliv_1.0	C16284882	NW_004978762.1	KB380877.1	GPS_001994671.1
Cliv_1.0	C16284814	NW_004978763.1	KB380878.1	GPS_001994672.1
Cliv_1.0	C16284990	NW_004978764.1	KB380879.1	GPS_001994673.1
Cliv_1.0	C16284920	NW_004978765.1	KB380880.1	GPS_001994674.1
Cliv_1.0	C16284932	NW_004978766.1	KB380881.1	GPS_001994675.1
Cliv_1.0	C16284036	NW_004978767.1	KB380882.1	GPS_001994676.1
Cliv_1.0	C16285004	NW_004978768.1	KB380883.1	GPS_001994677.1
Cliv_1.0	C16285012	NW_004978769.1	KB380884.1	GPS_001994678.1
Cliv_1.0	C16285092	NW_004978770.1	KB380885.1	GPS_001994679.1
Cliv_1.0	C16284926	NW_004978771.1	KB380886.1	GPS_001994680.1
Cliv_1.0	C16284402	NW_004978772.1	KB380887.1	GPS_001994681.1
Cliv_1.0	C16285150	NW_004978773.1	KB380888.1	GPS_001994682.1
Cliv_1.0	C16285218	NW_004978774.1	KB380889.1	GPS_001994683.1
Cliv_1.0	C16285076	NW_004978775.1	KB380890.1	GPS_001994684.1
Cliv_1.0	C16285204	NW_004978776.1	KB380891.1	GPS_001994685.1
Cliv_1.0	C16285350	NW_004978777.1	KB380892.1	GPS_001994686.1
Cliv_1.0	C16284146	NW_004978778.1	KB380893.1	GPS_001994687.1
Cliv_1.0	C16285312	NW_004978779.1	KB380894.1	GPS_001994688.1
Cliv_1.0	C16285026	NW_004978780.1	KB380895.1	GPS_001994689.1
Cliv_1.0	C16285124	NW_004978781.1	KB380896.1	GPS_001994690.1
Cliv_1.0	C16285530	NW_004978782.1	KB380897.1	GPS_001994691.1
Cliv_1.0	C16285466	NW_004978783.1	KB380898.1	GPS_001994692.1
Cliv_1.0	C16285550	NW_004978784.1	KB380899.1	GPS_001994693.1
Cliv_1.0	C16285234	NW_004978785.1	KB380900.1	GPS_001994694.1
Cliv_1.0	C16285440	NW_004978786.1	KB380901.1	GPS_001994695.1
Cliv_1.0	C16285788	NW_004978787.1	KB380902.1	GPS_001994696.1
Cliv_1.0	C16285608	NW_004978788.1	KB380903.1	GPS_001994697.1
Cliv_1.0	C16285522	NW_004978789.1	KB380904.1	GPS_001994698.1
Cliv_1.0	C16285752	NW_004978790.1	KB380905.1	GPS_001994699.1
Cliv_1.0	C16285356	NW_004978791.1	KB380906.1	GPS_001994700.1
Cliv_1.0	C16285726	NW_004978792.1	KB380907.1	GPS_001994701.1
Cliv_1.0	C16285824	NW_004978793.1	KB380908.1	GPS_001994702.1
Cliv_1.0	C16285800	NW_004978794.1	KB380909.1	GPS_001994703.1
Cliv_1.0	C16285906	NW_004978795.1	KB380910.1	GPS_001994704.1
Cliv_1.0	C16285972	NW_004978796.1	KB380911.1	GPS_001994705.1
Cliv_1.0	C16286170	NW_004978797.1	KB380912.1	GPS_001994706.1
Cliv_1.0	C16285802	NW_004978798.1	KB380913.1	GPS_001994707.1
Cliv_1.0	C16286256	NW_004978799.1	KB380914.1	GPS_001994708.1
Cliv_1.0	C16286306	NW_004978800.1	KB380915.1	GPS_001994709.1
Cliv_1.0	C16286282	NW_004978801.1	KB380916.1	GPS_001994710.1
Cliv_1.0	C16286374	NW_004978802.1	KB380917.1	GPS_001994711.1
Cliv_1.0	C16286368	NW_004978803.1	KB380918.1	GPS_001994712.1
Cliv_1.0	C16285932	NW_004978804.1	KB380919.1	GPS_001994713.1
Cliv_1.0	C16286228	NW_004978805.1	KB380920.1	GPS_001994714.1
Cliv_1.0	C16286474	NW_004978806.1	KB380921.1	GPS_001994715.1
Cliv_1.0	C16286566	NW_004978807.1	KB380922.1	GPS_001994716.1
Cliv_1.0	C16285242	NW_004978808.1	KB380923.1	GPS_001994717.1
Cliv_1.0	C16285918	NW_004978809.1	KB380924.1	GPS_001994718.1
Cliv_1.0	C16286552	NW_004978810.1	KB380925.1	GPS_001994719.1
Cliv_1.0	C16286532	NW_004978811.1	KB380926.1	GPS_001994720.1
Cliv_1.0	C16286652	NW_004978812.1	KB380927.1	GPS_001994721.1
Cliv_1.0	C16286676	NW_004978813.1	KB380928.1	GPS_001994722.1
Cliv_1.0	C16286626	NW_004978814.1	KB380929.1	GPS_001994723.1
Cliv_1.0	C16286590	NW_004978815.1	KB380930.1	GPS_001994724.1
Cliv_1.0	C16286698	NW_004978816.1	KB380931.1	GPS_001994725.1
Cliv_1.0	C16286546	NW_004978817.1	KB380932.1	GPS_001994726.1
Cliv_1.0	C16286756	NW_004978818.1	KB380933.1	GPS_001994727.1
Cliv_1.0	C16286766	NW_004978819.1	KB380934.1	GPS_001994728.1
Cliv_1.0	C16286808	NW_004978820.1	KB380935.1	GPS_001994729.1
Cliv_1.0	C16286788	NW_004978821.1	KB380936.1	GPS_001994730.1
Cliv_1.0	C16286722	NW_004978822.1	KB380937.1	GPS_001994731.1
Cliv_1.0	C16286844	NW_004978823.1	KB380938.1	GPS_001994732.1
Cliv_1.0	C16286970	NW_004978824.1	KB380939.1	GPS_001994733.1
Cliv_1.0	C16286916	NW_004978825.1	KB380940.1	GPS_001994734.1
Cliv_1.0	C16286470	NW_004978826.1	KB380941.1	GPS_001994735.1
Cliv_1.0	C16287020	NW_004978827.1	KB380942.1	GPS_001994736.1
Cliv_1.0	C16287026	NW_004978828.1	KB380943.1	GPS_001994737.1
Cliv_1.0	C16287152	NW_004978829.1	KB380944.1	GPS_001994738.1
Cliv_1.0	C16286978	NW_004978830.1	KB380945.1	GPS_001994739.1
Cliv_1.0	C16287068	NW_004978831.1	KB380946.1	GPS_001994740.1
Cliv_1.0	C16286614	NW_004978832.1	KB380947.1	GPS_001994741.1
Cliv_1.0	C16287208	NW_004978833.1	KB380948.1	GPS_001994742.1
Cliv_1.0	C16287224	NW_004978834.1	KB380949.1	GPS_001994743.1
Cliv_1.0	C16287308	NW_004978835.1	KB380950.1	GPS_001994744.1
Cliv_1.0	C16287312	NW_004978836.1	KB380951.1	GPS_001994745.1
Cliv_1.0	C16287366	NW_004978837.1	KB380952.1	GPS_001994746.1
Cliv_1.0	C16287290	NW_004978838.1	KB380953.1	GPS_001994747.1
Cliv_1.0	C16287476	NW_004978839.1	KB380954.1	GPS_001994748.1
Cliv_1.0	C16287542	NW_004978840.1	KB380955.1	GPS_001994749.1
Cliv_1.0	C16287460	NW_004978841.1	KB380956.1	GPS_001994750.1
Cliv_1.0	C16287378	NW_004978842.1	KB380957.1	GPS_001994751.1
Cliv_1.0	C16287682	NW_004978843.1	KB380958.1	GPS_001994752.1
Cliv_1.0	C16287774	NW_004978844.1	KB380959.1	GPS_001994753.1
Cliv_1.0	C16287358	NW_004978845.1	KB380960.1	GPS_001994754.1
Cliv_1.0	C16287242	NW_004978846.1	KB380961.1	GPS_001994755.1
Cliv_1.0	C16287908	NW_004978847.1	KB380962.1	GPS_001994756.1
Cliv_1.0	C16286666	NW_004978848.1	KB380963.1	GPS_001994757.1
Cliv_1.0	C16287912	NW_004978849.1	KB380964.1	GPS_001994758.1
Cliv_1.0	C16287924	NW_004978850.1	KB380965.1	GPS_001994759.1
Cliv_1.0	C16287888	NW_004978851.1	KB380966.1	GPS_001994760.1
Cliv_1.0	C16287904	NW_004978852.1	KB380967.1	GPS_001994761.1
Cliv_1.0	C16288130	NW_004978853.1	KB380968.1	GPS_001994762.1
Cliv_1.0	C16287902	NW_004978854.1	KB380969.1	GPS_001994763.1
Cliv_1.0	C16288008	NW_004978855.1	KB380970.1	GPS_001994764.1
Cliv_1.0	C16287974	NW_004978856.1	KB380971.1	GPS_001994765.1
Cliv_1.0	C16288222	NW_004978857.1	KB380972.1	GPS_001994766.1
Cliv_1.0	C16288124	NW_004978858.1	KB380973.1	GPS_001994767.1
Cliv_1.0	C16288138	NW_004978859.1	KB380974.1	GPS_001994768.1
Cliv_1.0	C16287294	NW_004978860.1	KB380975.1	GPS_001994769.1
Cliv_1.0	C16288300	NW_004978861.1	KB380976.1	GPS_001994770.1
Cliv_1.0	C16288280	NW_004978862.1	KB380977.1	GPS_001994771.1
Cliv_1.0	C16288334	NW_004978863.1	KB380978.1	GPS_001994772.1
Cliv_1.0	C16288246	NW_004978864.1	KB380979.1	GPS_001994773.1
Cliv_1.0	C16288240	NW_004978865.1	KB380980.1	GPS_001994774.1
Cliv_1.0	C16288410	NW_004978866.1	KB380981.1	GPS_001994775.1
Cliv_1.0	C16288178	NW_004978867.1	KB380982.1	GPS_001994776.1
Cliv_1.0	C16288318	NW_004978868.1	KB380983.1	GPS_001994777.1
Cliv_1.0	C16288400	NW_004978869.1	KB380984.1	GPS_001994778.1
Cliv_1.0	C16288482	NW_004978870.1	KB380985.1	GPS_001994779.1
Cliv_1.0	C16288480	NW_004978871.1	KB380986.1	GPS_001994780.1
Cliv_1.0	C16288530	NW_004978872.1	KB380987.1	GPS_001994781.1
Cliv_1.0	C16288478	NW_004978873.1	KB380988.1	GPS_001994782.1
Cliv_1.0	C16288516	NW_004978874.1	KB380989.1	GPS_001994783.1
Cliv_1.0	C16288538	NW_004978875.1	KB380990.1	GPS_001994784.1
Cliv_1.0	C16288474	NW_004978876.1	KB380991.1	GPS_001994785.1
Cliv_1.0	C16288532	NW_004978877.1	KB380992.1	GPS_001994786.1
Cliv_1.0	C16288692	NW_004978878.1	KB380993.1	GPS_001994787.1
Cliv_1.0	C16288596	NW_004978879.1	KB380994.1	GPS_001994788.1
Cliv_1.0	C16288378	NW_004978880.1	KB380995.1	GPS_001994789.1
Cliv_1.0	C16288684	NW_004978881.1	KB380996.1	GPS_001994790.1
Cliv_1.0	C16288760	NW_004978882.1	KB380997.1	GPS_001994791.1
Cliv_1.0	C16288738	NW_004978883.1	KB380998.1	GPS_001994792.1
Cliv_1.0	C16288766	NW_004978884.1	KB380999.1	GPS_001994793.1
Cliv_1.0	C16288846	NW_004978885.1	KB381000.1	GPS_001994794.1
Cliv_1.0	C16288790	NW_004978886.1	KB381001.1	GPS_001994795.1
Cliv_1.0	C16288658	NW_004978887.1	KB381002.1	GPS_001994796.1
Cliv_1.0	C16287610	NW_004978888.1	KB381003.1	GPS_001994797.1
Cliv_1.0	C16288722	NW_004978889.1	KB381004.1	GPS_001994798.1
Cliv_1.0	C16288848	NW_004978890.1	KB381005.1	GPS_001994799.1
Cliv_1.0	C16288956	NW_004978891.1	KB381006.1	GPS_001994800.1
Cliv_1.0	C16288890	NW_004978892.1	KB381007.1	GPS_001994801.1
Cliv_1.0	C16288942	NW_004978893.1	KB381008.1	GPS_001994802.1
Cliv_1.0	C16289024	NW_004978894.1	KB381009.1	GPS_001994803.1
Cliv_1.0	C16288972	NW_004978895.1	KB381010.1	GPS_001994804.1
Cliv_1.0	C16289092	NW_004978896.1	KB381011.1	GPS_001994805.1
Cliv_1.0	C16288570	NW_004978897.1	KB381012.1	GPS_001994806.1
Cliv_1.0	C16289122	NW_004978898.1	KB381013.1	GPS_001994807.1
Cliv_1.0	C16289088	NW_004978899.1	KB381014.1	GPS_001994808.1
Cliv_1.0	C16289086	NW_004978900.1	KB381015.1	GPS_001994809.1
Cliv_1.0	C16288696	NW_004978901.1	KB381016.1	GPS_001994810.1
Cliv_1.0	C16289160	NW_004978902.1	KB381017.1	GPS_001994811.1
Cliv_1.0	C16289236	NW_004978903.1	KB381018.1	GPS_001994812.1
Cliv_1.0	C16289408	NW_004978904.1	KB381019.1	GPS_001994813.1
Cliv_1.0	C16289050	NW_004978905.1	KB381020.1	GPS_001994814.1
Cliv_1.0	C16289490	NW_004978906.1	KB381021.1	GPS_001994815.1
Cliv_1.0	C16289630	NW_004978907.1	KB381022.1	GPS_001994816.1
Cliv_1.0	C16289700	NW_004978908.1	KB381023.1	GPS_001994817.1
Cliv_1.0	C16289762	NW_004978909.1	KB381024.1	GPS_001994818.1
Cliv_1.0	C16289768	NW_004978910.1	KB381025.1	GPS_001994819.1
Cliv_1.0	C16289480	NW_004978911.1	KB381026.1	GPS_001994820.1
Cliv_1.0	C16289628	NW_004978912.1	KB381027.1	GPS_001994821.1
Cliv_1.0	C16289788	NW_004978913.1	KB381028.1	GPS_001994822.1
Cliv_1.0	C16289668	NW_004978914.1	KB381029.1	GPS_001994823.1
Cliv_1.0	C16289794	NW_004978915.1	KB381030.1	GPS_001994824.1
Cliv_1.0	C16289620	NW_004978916.1	KB381031.1	GPS_001994825.1
Cliv_1.0	C16289354	NW_004978917.1	KB381032.1	GPS_001994826.1
Cliv_1.0	C16289808	NW_004978918.1	KB381033.1	GPS_001994827.1
Cliv_1.0	C16289802	NW_004978919.1	KB381034.1	GPS_001994828.1
Cliv_1.0	C16289798	NW_004978920.1	KB381035.1	GPS_001994829.1
Cliv_1.0	C16289818	NW_004978921.1	KB381036.1	GPS_001994830.1
Cliv_1.0	C16289824	NW_004978922.1	KB381037.1	GPS_001994831.1
Cliv_1.0	C16289868	NW_004978923.1	KB381038.1	GPS_001994832.1
Cliv_1.0	C16289926	NW_004978924.1	KB381039.1	GPS_001994833.1
Cliv_1.0	C16289838	NW_004978925.1	KB381040.1	GPS_001994834.1
Cliv_1.0	C16289992	NW_004978926.1	KB381041.1	GPS_001994835.1
Cliv_1.0	C16289306	NW_004978927.1	KB381042.1	GPS_001994836.1
Cliv_1.0	C16290022	NW_004978928.1	KB381043.1	GPS_001994837.1
Cliv_1.0	C16290092	NW_004978929.1	KB381044.1	GPS_001994838.1
Cliv_1.0	C16289832	NW_004978930.1	KB381045.1	GPS_001994839.1
Cliv_1.0	C16290096	NW_004978931.1	KB381046.1	GPS_001994840.1
Cliv_1.0	C16289932	NW_004978932.1	KB381047.1	GPS_001994841.1
Cliv_1.0	C16289816	NW_004978933.1	KB381048.1	GPS_001994842.1
Cliv_1.0	C16290048	NW_004978934.1	KB381049.1	GPS_001994843.1
Cliv_1.0	C16290144	NW_004978935.1	KB381050.1	GPS_001994844.1
Cliv_1.0	C16290148	NW_004978936.1	KB381051.1	GPS_001994845.1
Cliv_1.0	C16289892	NW_004978937.1	KB381052.1	GPS_001994846.1
Cliv_1.0	C16290462	NW_004978938.1	KB381053.1	GPS_001994847.1
Cliv_1.0	C16290232	NW_004978939.1	KB381054.1	GPS_001994848.1
Cliv_1.0	C16290478	NW_004978940.1	KB381055.1	GPS_001994849.1
Cliv_1.0	C16290490	NW_004978941.1	KB381056.1	GPS_001994850.1
Cliv_1.0	C16290410	NW_004978942.1	KB381057.1	GPS_001994851.1
Cliv_1.0	C16290328	NW_004978943.1	KB381058.1	GPS_001994852.1
Cliv_1.0	C16290520	NW_004978944.1	KB381059.1	GPS_001994853.1
Cliv_1.0	C16290548	NW_004978945.1	KB381060.1	GPS_001994854.1
Cliv_1.0	C16290552	NW_004978946.1	KB381061.1	GPS_001994855.1
Cliv_1.0	C16290620	NW_004978947.1	KB381062.1	GPS_001994856.1
Cliv_1.0	C16290582	NW_004978948.1	KB381063.1	GPS_001994857.1
Cliv_1.0	C16290628	NW_004978949.1	KB381064.1	GPS_001994858.1
Cliv_1.0	C16290472	NW_004978950.1	KB381065.1	GPS_001994859.1
Cliv_1.0	C16290722	NW_004978951.1	KB381066.1	GPS_001994860.1
Cliv_1.0	C16289776	NW_004978952.1	KB381067.1	GPS_001994861.1
Cliv_1.0	C16290110	NW_004978953.1	KB381068.1	GPS_001994862.1
Cliv_1.0	C16290904	NW_004978954.1	KB381069.1	GPS_001994863.1
Cliv_1.0	C16290766	NW_004978955.1	KB381070.1	GPS_001994864.1
Cliv_1.0	C16290888	NW_004978956.1	KB381071.1	GPS_001994865.1
Cliv_1.0	C16291044	NW_004978957.1	KB381072.1	GPS_001994866.1
Cliv_1.0	C16290724	NW_004978958.1	KB381073.1	GPS_001994867.1
Cliv_1.0	C16290734	NW_004978959.1	KB381074.1	GPS_001994868.1
Cliv_1.0	C16291116	NW_004978960.1	KB381075.1	GPS_001994869.1
Cliv_1.0	C16291088	NW_004978961.1	KB381076.1	GPS_001994870.1
Cliv_1.0	C16290820	NW_004978962.1	KB381077.1	GPS_001994871.1
Cliv_1.0	C16291040	NW_004978963.1	KB381078.1	GPS_001994872.1
Cliv_1.0	C16291138	NW_004978964.1	KB381079.1	GPS_001994873.1
Cliv_1.0	C16291248	NW_004978965.1	KB381080.1	GPS_001994874.1
Cliv_1.0	C16291324	NW_004978966.1	KB381081.1	GPS_001994875.1
Cliv_1.0	C16291136	NW_004978967.1	KB381082.1	GPS_001994876.1
Cliv_1.0	C16291344	NW_004978968.1	KB381083.1	GPS_001994877.1
Cliv_1.0	C16290214	NW_004978969.1	KB381084.1	GPS_001994878.1
Cliv_1.0	C16291390	NW_004978970.1	KB381085.1	GPS_001994879.1
Cliv_1.0	C16291426	NW_004978971.1	KB381086.1	GPS_001994880.1
Cliv_1.0	C16291436	NW_004978972.1	KB381087.1	GPS_001994881.1
Cliv_1.0	C16291036	NW_004978973.1	KB381088.1	GPS_001994882.1
Cliv_1.0	C16291476	NW_004978974.1	KB381089.1	GPS_001994883.1
Cliv_1.0	C16291464	NW_004978975.1	KB381090.1	GPS_001994884.1
Cliv_1.0	C16291410	NW_004978976.1	KB381091.1	GPS_001994885.1
Cliv_1.0	C16291496	NW_004978977.1	KB381092.1	GPS_001994886.1
Cliv_1.0	C16291606	NW_004978978.1	KB381093.1	GPS_001994887.1
Cliv_1.0	C16291500	NW_004978979.1	KB381094.1	GPS_001994888.1
Cliv_1.0	C16291556	NW_004978980.1	KB381095.1	GPS_001994889.1
Cliv_1.0	C16291640	NW_004978981.1	KB381096.1	GPS_001994890.1
Cliv_1.0	C16291338	NW_004978982.1	KB381097.1	GPS_001994891.1
Cliv_1.0	C16291264	NW_004978983.1	KB381098.1	GPS_001994892.1
Cliv_1.0	C16291796	NW_004978984.1	KB381099.1	GPS_001994893.1
